,number_in_party,language,destination,method_of_travel,departure_date,company,country_of_origin,destination_city,arrival_date
4336,1,Creole,Florida,Air,2021-08-30,American,Haiti,West Palm Beach,2021-08-30
4337,3,Spanish,New Jersey,Air,2021-08-30,American,Peru,New Brunswick,2021-08-30
4337,3,Spanish,New Jersey,Air,2021-08-30,American,Peru,New Brunswick,2021-08-30
4337,3,Spanish,New Jersey,Air,2021-08-30,American,Peru,New Brunswick,2021-08-30
4338,4,Portuguese (Brazil),Massachusetts,Air,2021-08-30,American,Brazil,Stoughton,2021-08-30
4338,4,Portuguese (Brazil),Massachusetts,Air,2021-08-30,American,Brazil,Stoughton,2021-08-30
4338,4,Portuguese (Brazil),Massachusetts,Air,2021-08-30,American,Brazil,Stoughton,2021-08-30
4338,4,Portuguese (Brazil),Massachusetts,Air,2021-08-30,American,Brazil,Stoughton,2021-08-30
4339,2,Portuguese (Brazil),Connecticut,Air,2021-08-30,American,Brazil,Bridgeport,2021-08-30
4339,2,Portuguese (Brazil),Connecticut,Air,2021-08-30,American,Brazil,Bridgeport,2021-08-30
4340,4,Portuguese (Brazil),South Carolina,Air,2021-08-30,American,Brazil,North Charleston,2021-08-30
4340,4,Portuguese (Brazil),South Carolina,Air,2021-08-30,American,Brazil,North Charleston,2021-08-30
4340,4,Portuguese (Brazil),South Carolina,Air,2021-08-30,American,Brazil,North Charleston,2021-08-30
4340,4,Portuguese (Brazil),South Carolina,Air,2021-08-30,American,Brazil,North Charleston,2021-08-30
4341,4,Portuguese (Brazil),Massachusetts,Air,2021-08-30,American,Brazil,Lowell,2021-08-30
4341,4,Portuguese (Brazil),Massachusetts,Air,2021-08-30,American,Brazil,Lowell,2021-08-30
4341,4,Portuguese (Brazil),Massachusetts,Air,2021-08-30,American,Brazil,Lowell,2021-08-30
4341,4,Portuguese (Brazil),Massachusetts,Air,2021-08-30,American,Brazil,Lowell,2021-08-30
4342,3,Portuguese (Brazil),Pennsylvania,Air,2021-08-30,American,Brazil,Philadelphia,2021-08-30
4342,3,Portuguese (Brazil),Pennsylvania,Air,2021-08-30,American,Brazil,Philadelphia,2021-08-30
4342,3,Portuguese (Brazil),Pennsylvania,Air,2021-08-30,American,Brazil,Philadelphia,2021-08-30
4343,3,Portuguese (Brazil),Florida,Air,2021-08-30,American,Brazil,Hollywood,2021-08-30
4343,3,Portuguese (Brazil),Florida,Air,2021-08-30,American,Brazil,Hollywood,2021-08-30
4343,3,Portuguese (Brazil),Florida,Air,2021-08-30,American,Brazil,Hollywood,2021-08-30
4344,6,Spanish,Alabama,Bus,2021-08-30,Greyhound,Mexico,Russellville,2021-08-30
4344,6,Spanish,Alabama,Bus,2021-08-30,Greyhound,Mexico,Russellville,2021-08-30
4344,6,Spanish,Alabama,Bus,2021-08-30,Greyhound,Mexico,Russellville,2021-08-30
4344,6,Spanish,Alabama,Bus,2021-08-30,Greyhound,Mexico,Russellville,2021-08-30
4344,6,Spanish,Alabama,Bus,2021-08-30,Greyhound,Mexico,Russellville,2021-08-30
4344,6,Spanish,Alabama,Bus,2021-08-30,Greyhound,Mexico,Russellville,2021-08-30
4345,3,Spanish,New Jersey,Air,2021-08-30,American,Mexico,Lake Hiawatha,2021-08-30
4345,3,Spanish,New Jersey,Air,2021-08-30,American,Mexico,Lake Hiawatha,2021-08-30
4345,3,Spanish,New Jersey,Air,2021-08-30,American,Mexico,Lake Hiawatha,2021-08-30
4346,1,Spanish,Florida,,2021-08-30,,Cuba,Miami,2021-08-30
4347,1,Spanish,Texas,Air,2021-08-30,Southwest,Venezuela,Katy,2021-08-30
4348,1,Spanish,North Carolina,Air,2021-08-30,American,Venezuela,Charlotte,2021-08-30
4349,1,Spanish,Florida,Air,2021-08-30,American,Cuba,Brandon,2021-08-30
4350,1,Spanish,Georgia,Air,2021-08-30,American,Venezuela,Lawrenceville,2021-08-30
4351,1,Spanish,Texas,,2021-08-30,,Venezuela,Houston,2021-08-30
4352,1,Spanish,New York,Air,2021-08-30,Delta,Cuba,Brooklyn,2021-08-30
4353,1,Spanish,Texas,,2021-08-30,,Venezuela,Dallas,2021-08-30
4354,1,Spanish,Utah,Air,2021-08-30,Southwest,Venezuela,Salt Lake City,2021-08-30
4355,1,Spanish,Texas,Air,2021-08-30,Southwest,Cuba,Austin,2021-08-30
4356,1,Spanish,Florida,Air,2021-08-30,American,Venezuela,Miami,2021-08-30
4357,1,Spanish,Texas,Air,2021-08-30,American,Venezuela,Houston,2021-08-30
4358,1,Spanish,Wisconsin,Air,2021-08-30,Southwest,Venezuela,Milwaukee,2021-08-30
4359,2,Spanish,Texas,Air,2021-08-30,Frontier,Cuba,Houston,2021-08-30
4359,2,Spanish,Texas,Air,2021-08-30,Frontier,Cuba,Houston,2021-08-30
4360,1,Spanish,Florida,Air,2021-08-30,Delta,Venezuela,Hollywood,2021-08-30
4361,1,Spanish,California,Air,2021-08-30,Southwest,Cuba,Moorpark,2021-08-30
4362,2,Spanish,Florida,Air,2021-08-30,American,Venezuela,Miami,2021-08-30
4362,2,Spanish,Florida,Air,2021-08-30,American,Venezuela,Miami,2021-08-30
4363,1,Spanish,California,,2021-08-30,,Venezuela,San Francisco,2021-08-30
4364,1,Spanish,Florida,Air,2021-08-30,American,Cuba,Homestead,2021-08-30
4365,1,Spanish,California,Air,2021-08-30,Southwest,Cuba,Hayward,2021-08-30
4366,1,Spanish,Florida,Air,2021-08-30,United,Cuba,Miami,2021-08-30
4367,1,Spanish,Colorado,,2021-08-30,,Cuba,Denver,2021-08-30
4368,1,Spanish,Florida,Air,2021-08-30,American,Cuba,Sarasota,2021-08-30
4369,1,Spanish,Florida,Air,2021-08-30,American,Cuba,Miami,2021-08-30
4370,1,Spanish,Texas,Air,2021-08-30,United,Cuba,Houston,2021-08-30
4371,2,Spanish,Florida,Air,2021-08-30,American,Venezuela,Jacksonville,2021-08-30
4371,2,Spanish,Florida,Air,2021-08-30,American,Venezuela,Jacksonville,2021-08-30
4372,1,Spanish,Georgia,Air,2021-08-30,United,Venezuela,Marietta,2021-08-30
4373,1,Spanish,Massachusetts,Air,2021-08-30,American,Haiti,Malden,2021-08-30
4374,1,Creole,California,Bus,2021-08-30,Greyhound,Haiti,San Diego,2021-08-30
4375,2,Portuguese (Brazil),Connecticut,Air,2021-08-30,American,Brazil,Danbury,2021-08-30
4375,2,Portuguese (Brazil),Connecticut,Air,2021-08-30,American,Brazil,Danbury,2021-08-30
4376,3,Spanish,Texas,Air,2021-08-30,United,Cuba,Houston,2021-08-30
4376,3,Spanish,Texas,Air,2021-08-30,United,Cuba,Houston,2021-08-30
4376,3,Spanish,Texas,Air,2021-08-30,United,Cuba,Houston,2021-08-30
4377,2,Spanish,Texas,Air,2021-08-30,American,Venezuela,Dallas,2021-08-30
4377,2,Spanish,Texas,Air,2021-08-30,American,Venezuela,Dallas,2021-08-30
4378,3,Portuguese (Brazil),Massachusetts,Air,2021-08-30,American,Brazil,Worcester,2021-08-30
4378,3,Portuguese (Brazil),Massachusetts,Air,2021-08-30,American,Brazil,Worcester,2021-08-30
4378,3,Portuguese (Brazil),Massachusetts,Air,2021-08-30,American,Brazil,Worcester,2021-08-30
4379,2,Spanish,Wisconsin,Air,2021-08-30,Southwest,Venezuela,Madison,2021-08-30
4379,2,Spanish,Wisconsin,Air,2021-08-30,Southwest,Venezuela,Madison,2021-08-30
4380,2,Spanish,Texas,Air,2021-08-30,American,Nicaragua,Austin,2021-08-30
4380,2,Spanish,Texas,Air,2021-08-30,American,Nicaragua,Austin,2021-08-30
4381,2,Portuguese (Brazil),New Jersey,Air,2021-08-30,Delta,Brazil,Newark,2021-08-30
4381,2,Portuguese (Brazil),New Jersey,Air,2021-08-30,Delta,Brazil,Newark,2021-08-30
4382,2,Spanish,North Carolina,Air,2021-08-30,American,Venezuela,Charlotte,2021-08-30
4382,2,Spanish,North Carolina,Air,2021-08-30,American,Venezuela,Charlotte,2021-08-30
4383,3,Spanish,California,Bus,2021-08-30,Greyhound,Colombia,Hawthorne,2021-08-30
4383,3,Spanish,California,Bus,2021-08-30,Greyhound,Colombia,Hawthorne,2021-08-30
4383,3,Spanish,California,Bus,2021-08-30,Greyhound,Colombia,Hawthorne,2021-08-30
4384,3,Portuguese (Brazil),Louisiana,Air,2021-08-30,United,Brazil,Metairie,2021-08-30
4384,3,Portuguese (Brazil),Louisiana,Air,2021-08-30,United,Brazil,Metairie,2021-08-30
4384,3,Portuguese (Brazil),Louisiana,Air,2021-08-30,United,Brazil,Metairie,2021-08-30
4385,2,Spanish,Arizona,Private Vehicle,2021-08-31,,Mexico,Rio Rico,2021-08-31
4385,2,Spanish,Arizona,Private Vehicle,2021-08-31,,Mexico,Rio Rico,2021-08-31
4386,3,Spanish,Illinois,Air,2021-08-31,American,Mexico,Highwood,2021-08-31
4386,3,Spanish,Illinois,Air,2021-08-31,American,Mexico,Highwood,2021-08-31
4386,3,Spanish,Illinois,Air,2021-08-31,American,Mexico,Highwood,2021-08-31
4387,3,Portuguese (Brazil),Massachusetts,Air,2021-08-31,American,Brazil,Medford,2021-08-31
4387,3,Portuguese (Brazil),Massachusetts,Air,2021-08-31,American,Brazil,Medford,2021-08-31
4387,3,Portuguese (Brazil),Massachusetts,Air,2021-08-31,American,Brazil,Medford,2021-08-31
4388,3,Portuguese (Brazil),Massachusetts,Air,2021-08-31,American,Brazil,Burlington,2021-08-31
4388,3,Portuguese (Brazil),Massachusetts,Air,2021-08-31,American,Brazil,Burlington,2021-08-31
4388,3,Portuguese (Brazil),Massachusetts,Air,2021-08-31,American,Brazil,Burlington,2021-08-31
4389,4,Portuguese (Brazil),Massachusetts,Air,2021-08-31,American,Brazil,Framingham,2021-08-31
4389,4,Portuguese (Brazil),Massachusetts,Air,2021-08-31,American,Brazil,Framingham,2021-08-31
4389,4,Portuguese (Brazil),Massachusetts,Air,2021-08-31,American,Brazil,Framingham,2021-08-31
4389,4,Portuguese (Brazil),Massachusetts,Air,2021-08-31,American,Brazil,Framingham,2021-08-31
4390,4,Spanish,Florida,Air,2021-08-31,American,Nicaragua,Miami,2021-08-31
4390,4,Spanish,Florida,Air,2021-08-31,American,Nicaragua,Miami,2021-08-31
4390,4,Spanish,Florida,Air,2021-08-31,American,Nicaragua,Miami,2021-08-31
4390,4,Spanish,Florida,Air,2021-08-31,American,Nicaragua,Miami,2021-08-31
4391,3,Portuguese (Brazil),Massachusetts,Air,2021-08-31,American,Brazil,Lowell,2021-08-31
4391,3,Portuguese (Brazil),Massachusetts,Air,2021-08-31,American,Brazil,Lowell,2021-08-31
4391,3,Portuguese (Brazil),Massachusetts,Air,2021-08-31,American,Brazil,Lowell,2021-08-31
4392,3,Spanish,Tennessee,Air,2021-08-31,Alaska,Nicaragua,Nashville,2021-08-31
4392,3,Spanish,Tennessee,Air,2021-08-31,Alaska,Nicaragua,Nashville,2021-08-31
4392,3,Spanish,Tennessee,Air,2021-08-31,Alaska,Nicaragua,Nashville,2021-08-31
4393,3,Portuguese (Brazil),Massachusetts,Air,2021-08-31,American,Brazil,Kingston,2021-08-31
4393,3,Portuguese (Brazil),Massachusetts,Air,2021-08-31,American,Brazil,Kingston,2021-08-31
4393,3,Portuguese (Brazil),Massachusetts,Air,2021-08-31,American,Brazil,Kingston,2021-08-31
4394,3,Portuguese (Brazil),Massachusetts,Air,2021-08-31,Delta,Brazil,Framingham,2021-08-31
4394,3,Portuguese (Brazil),Massachusetts,Air,2021-08-31,Delta,Brazil,Framingham,2021-08-31
4394,3,Portuguese (Brazil),Massachusetts,Air,2021-08-31,Delta,Brazil,Framingham,2021-08-31
4395,1,Spanish,Oregon,Air,2021-08-31,American,Cuba,Portland,2021-08-31
4396,1,Spanish,Florida,Air,2021-08-31,American,Cuba,Miami,2021-08-31
4397,1,Spanish,Illinois,,2021-08-31,,Venezuela,Streamwood,2021-08-31
4398,1,Spanish,Utah,Air,2021-08-31,American,Venezuela,Herriman,2021-08-31
4399,1,Spanish,Indiana,,2021-08-31,,Venezuela,Noblesville,2021-08-31
4400,1,Spanish,Nebraska,,2021-08-31,,Cuba,Columbus,2021-08-31
4401,1,Spanish,New York,,2021-08-31,,Venezuela,Woodside,2021-08-31
4402,1,Creole,Massachusetts,,2021-08-31,,Haiti,Brockton,2021-08-31
4403,1,Creole,none listed,Air,2021-08-31,American,Haiti,none listed,2021-08-31
4404,1,Spanish,Texas,Air,2021-08-31,United,Venezuela,Sugar Land,2021-08-31
4405,1,Creole,New York,Air,2021-08-31,American,Haiti,New York City,2021-08-31
4406,1,Spanish,Utah,,2021-08-31,,Venezuela,Sandy,2021-08-31
4407,1,Creole,Delaware,,2021-08-31,,Haiti,Dover,2021-08-31
4408,1,Spanish,Nevada,,2021-08-31,,Cuba,Las Vegas,2021-08-31
4409,1,Creole,New York,Air,2021-08-31,United,Haiti,Brooklyn,2021-08-31
4410,1,French,New York,,2021-08-31,,Haiti,Brooklyn,2021-08-31
4411,1,Creole,Florida,Air,2021-08-31,Southwest,Haiti,Fort Lauderdale,2021-08-31
4412,1,Spanish,Florida,Air,2021-08-31,American,Venezuela,Miami Beach,2021-08-31
4413,1,Spanish,Florida,,2021-08-31,,Cuba,Hollywood,2021-08-31
4414,1,Spanish,Texas,,2021-08-31,,Venezuela,Cypress,2021-08-31
4415,1,Spanish,Florida,,2021-08-31,,Cuba,Miami,2021-08-31
4416,1,Creole,Missouri,,2021-08-31,,Haiti,Saint Louis,2021-08-31
4417,1,Spanish,Florida,,2021-08-31,,Cuba,Miami Beach,2021-08-31
4418,1,Spanish,Florida,Air,2021-08-31,American,Cuba,Miami,2021-08-31
4419,1,Spanish,Florida,Air,2021-08-31,American,Cuba,Hialeah,2021-08-31
4420,1,Spanish,California,,2021-08-31,,Venezuela,Inglewood,2021-08-31
4421,1,Spanish,Florida,,2021-08-31,,Cuba,Miami,2021-08-31
4422,1,Spanish,Tennessee,Air,2021-08-31,American,Venezuela,Murfreesboro,2021-08-31
4423,1,Spanish,Oklahoma,Air,2021-08-31,American,Venezuela,Oklahoma City,2021-08-31
4424,1,Spanish,Florida,,2021-08-31,,Cuba,Hollywood,2021-08-31
4425,1,Spanish,Florida,Air,2021-08-31,United,Venezuela,Bradenton,2021-08-31
4426,1,Spanish,Indiana,Air,2021-08-31,Delta,Venezuela,Noblesville,2021-08-31
4427,1,Spanish,Texas,Air,2021-08-31,American,Cuba,Fort Worth,2021-08-31
4428,1,Spanish,New Jersey,,2021-08-31,,Cuba,Park Ridge,2021-08-31
4429,1,Spanish,Florida,Air,2021-08-31,Delta,Venezuela,,2021-08-31
4430,1,Spanish,Florida,Air,2021-09-01,Alaska,Venezuela,Kissimmee,2021-09-01
4431,1,Spanish,Utah,Air,2021-09-01,American,Venezuela,Riverton,2021-09-01
4432,4,Portuguese (Brazil),Massachusetts,Air,2021-09-01,American,Brazil,Worcester,2021-09-01
4432,4,Portuguese (Brazil),Massachusetts,Air,2021-09-01,American,Brazil,Worcester,2021-09-01
4432,4,Portuguese (Brazil),Massachusetts,Air,2021-09-01,American,Brazil,Worcester,2021-09-01
4432,4,Portuguese (Brazil),Massachusetts,Air,2021-09-01,American,Brazil,Worcester,2021-09-01
4433,1,Spanish,Florida,Air,2021-09-01,American,Cuba,Fort Lauderdale,2021-09-01
4434,4,Portuguese (Brazil),Massachusetts,,2021-09-01,,Brazil,Shrewsbury,2021-09-01
4434,4,Portuguese (Brazil),Massachusetts,,2021-09-01,,Brazil,Shrewsbury,2021-09-01
4434,4,Portuguese (Brazil),Massachusetts,,2021-09-01,,Brazil,Shrewsbury,2021-09-01
4434,4,Portuguese (Brazil),Massachusetts,,2021-09-01,,Brazil,Shrewsbury,2021-09-01
4435,1,Spanish,Florida,Air,2021-09-01,United,Cuba,Miami,2021-09-01
4436,4,Portuguese (Brazil),Massachusetts,Air,2021-09-01,American,Brazil,Hyannis,2021-09-01
4436,4,Portuguese (Brazil),Massachusetts,Air,2021-09-01,American,Brazil,Hyannis,2021-09-01
4436,4,Portuguese (Brazil),Massachusetts,Air,2021-09-01,American,Brazil,Hyannis,2021-09-01
4436,4,Portuguese (Brazil),Massachusetts,Air,2021-09-01,American,Brazil,Hyannis,2021-09-01
4437,4,Portuguese (Brazil),Massachusetts,Air,2021-09-01,American,Brazil,Revere,2021-09-01
4437,4,Portuguese (Brazil),Massachusetts,Air,2021-09-01,American,Brazil,Revere,2021-09-01
4437,4,Portuguese (Brazil),Massachusetts,Air,2021-09-01,American,Brazil,Revere,2021-09-01
