,number_in_party,language,destination,method_of_travel,departure_date,company,country_of_origin,destination_city,arrival_date
1698,3,Spanish,New York - NY,Air,2021-05-24,Southwest,Ecuador,,2021-05-24
1698,3,Spanish,New York - NY,Air,2021-05-24,Southwest,Ecuador,,2021-05-24
1698,3,Spanish,New York - NY,Air,2021-05-24,Southwest,Ecuador,,2021-05-24
1699,2,Spanish,New York - NY,Air,2021-05-24,American,Ecuador,,2021-05-24
1699,2,Spanish,New York - NY,Air,2021-05-24,American,Ecuador,,2021-05-24
1700,2,Spanish,New York - NY,Air,2021-05-24,American,Ecuador,,2021-05-24
1700,2,Spanish,New York - NY,Air,2021-05-24,American,Ecuador,,2021-05-24
1701,3,Spanish,New Jersey - NJ,Air,2021-05-24,Delta,Ecuador,,2021-05-24
1701,3,Spanish,New Jersey - NJ,Air,2021-05-24,Delta,Ecuador,,2021-05-24
1701,3,Spanish,New Jersey - NJ,Air,2021-05-24,Delta,Ecuador,,2021-05-24
1702,3,Spanish,New York - NY,,2021-05-24,,Ecuador,,2021-05-24
1702,3,Spanish,New York - NY,,2021-05-24,,Ecuador,,2021-05-24
1702,3,Spanish,New York - NY,,2021-05-24,,Ecuador,,2021-05-24
1703,3,Spanish,Nevada - NV,,2021-05-24,,Cuba,,2021-05-24
1703,3,Spanish,Nevada - NV,,2021-05-24,,Cuba,,2021-05-24
1703,3,Spanish,Nevada - NV,,2021-05-24,,Cuba,,2021-05-24
1704,1,Spanish,Florida - FL,Air,2021-05-24,Southwest,Cuba,,2021-05-24
1705,3,Portuguese,Maine - ME,Air,2021-05-24,American,Brazil,,2021-05-24
1705,3,Portuguese,Maine - ME,Air,2021-05-24,American,Brazil,,2021-05-24
1705,3,Portuguese,Maine - ME,Air,2021-05-24,American,Brazil,,2021-05-24
1706,1,Spanish,New York - NY,,2021-05-24,,Ecuador,,2021-05-24
1707,4,Spanish,New York - NY,,2021-05-24,,Ecuador,,2021-05-24
1707,4,Spanish,New York - NY,,2021-05-24,,Ecuador,,2021-05-24
1707,4,Spanish,New York - NY,,2021-05-24,,Ecuador,,2021-05-24
1707,4,Spanish,New York - NY,,2021-05-24,,Ecuador,,2021-05-24
1708,3,Spanish,New York - NY,,2021-05-24,,Ecuador,,2021-05-24
1708,3,Spanish,New York - NY,,2021-05-24,,Ecuador,,2021-05-24
1708,3,Spanish,New York - NY,,2021-05-24,,Ecuador,,2021-05-24
1709,2,Spanish,New York - NY,,2021-05-24,,Ecuador,,2021-05-24
1709,2,Spanish,New York - NY,,2021-05-24,,Ecuador,,2021-05-24
1710,4,Spanish,Pennsylvania - PA,,2021-05-24,,Ecuador,,2021-05-24
1710,4,Spanish,Pennsylvania - PA,,2021-05-24,,Ecuador,,2021-05-24
1710,4,Spanish,Pennsylvania - PA,,2021-05-24,,Ecuador,,2021-05-24
1710,4,Spanish,Pennsylvania - PA,,2021-05-24,,Ecuador,,2021-05-24
1711,4,Spanish,Tennessee - TN,Air,2021-05-24,American,Mexico,,2021-05-24
1711,4,Spanish,Tennessee - TN,Air,2021-05-24,American,Mexico,,2021-05-24
1711,4,Spanish,Tennessee - TN,Air,2021-05-24,American,Mexico,,2021-05-24
1711,4,Spanish,Tennessee - TN,Air,2021-05-24,American,Mexico,,2021-05-24
1712,2,Spanish,Oregon - OR,Air,2021-05-24,Delta,Mexico,,2021-05-24
1712,2,Spanish,Oregon - OR,Air,2021-05-24,Delta,Mexico,,2021-05-24
1713,5,Spanish,Texas - TX,Air,2021-05-24,Southwest,El Salvador,,2021-05-24
1713,5,Spanish,Texas - TX,Air,2021-05-24,Southwest,El Salvador,,2021-05-24
1713,5,Spanish,Texas - TX,Air,2021-05-24,Southwest,El Salvador,,2021-05-24
1713,5,Spanish,Texas - TX,Air,2021-05-24,Southwest,El Salvador,,2021-05-24
1713,5,Spanish,Texas - TX,Air,2021-05-24,Southwest,El Salvador,,2021-05-24
1714,3,Spanish,Connecticut - CT,Air,2021-05-25,Delta,Ecuador,,2021-05-25
1714,3,Spanish,Connecticut - CT,Air,2021-05-25,Delta,Ecuador,,2021-05-25
1714,3,Spanish,Connecticut - CT,Air,2021-05-25,Delta,Ecuador,,2021-05-25
1715,3,Kichwa,New York - NY,Air,2021-05-25,Delta,Ecuador,,2021-05-25
1715,3,Kichwa,New York - NY,Air,2021-05-25,Delta,Ecuador,,2021-05-25
1715,3,Kichwa,New York - NY,Air,2021-05-25,Delta,Ecuador,,2021-05-25
1716,3,Spanish,New York - NY,Air,2021-05-25,American,Ecuador,,2021-05-25
1716,3,Spanish,New York - NY,Air,2021-05-25,American,Ecuador,,2021-05-25
1716,3,Spanish,New York - NY,Air,2021-05-25,American,Ecuador,,2021-05-25
1717,2,Spanish,Illinois - IL,Air,2021-05-25,United,Ecuador,,2021-05-25
1717,2,Spanish,Illinois - IL,Air,2021-05-25,United,Ecuador,,2021-05-25
1718,3,Spanish,New York - NY,Air,2021-05-25,Southwest,Ecuador,,2021-05-25
1718,3,Spanish,New York - NY,Air,2021-05-25,Southwest,Ecuador,,2021-05-25
1718,3,Spanish,New York - NY,Air,2021-05-25,Southwest,Ecuador,,2021-05-25
1719,3,Kichwa,Massachusetts - MA,Air,2021-05-25,Delta,Ecuador,,2021-05-25
1719,3,Kichwa,Massachusetts - MA,Air,2021-05-25,Delta,Ecuador,,2021-05-25
1719,3,Kichwa,Massachusetts - MA,Air,2021-05-25,Delta,Ecuador,,2021-05-25
1720,3,Spanish,Colorado - CO,Air,2021-05-25,Delta,Mexico,,2021-05-25
1720,3,Spanish,Colorado - CO,Air,2021-05-25,Delta,Mexico,,2021-05-25
1720,3,Spanish,Colorado - CO,Air,2021-05-25,Delta,Mexico,,2021-05-25
1721,2,Spanish,California - CA,,2021-05-25,,Honduras,,2021-05-25
1721,2,Spanish,California - CA,,2021-05-25,,Honduras,,2021-05-25
1722,4,Spanish,California - CA,Air,2021-05-25,Southwest,Mexico,,2021-05-25
1722,4,Spanish,California - CA,Air,2021-05-25,Southwest,Mexico,,2021-05-25
1722,4,Spanish,California - CA,Air,2021-05-25,Southwest,Mexico,,2021-05-25
1722,4,Spanish,California - CA,Air,2021-05-25,Southwest,Mexico,,2021-05-25
1723,2,Portuguese,Florida - FL,,2021-05-25,,Brazil,,2021-05-25
1723,2,Portuguese,Florida - FL,,2021-05-25,,Brazil,,2021-05-25
1724,2,Portuguese,Pennsylvania - PA,Air,2021-05-25,United,Brazil,,2021-05-25
1724,2,Portuguese,Pennsylvania - PA,Air,2021-05-25,United,Brazil,,2021-05-25
1725,1,Spanish,Florida - FL,,2021-05-25,,Cuba,,2021-05-25
1726,3,Portuguese,New Jersey - NJ,,2021-05-25,,Brazil,,2021-05-25
1726,3,Portuguese,New Jersey - NJ,,2021-05-25,,Brazil,,2021-05-25
1726,3,Portuguese,New Jersey - NJ,,2021-05-25,,Brazil,,2021-05-25
1727,2,Portuguese,Maryland - MD,,2021-05-25,,Brazil,,2021-05-25
1727,2,Portuguese,Maryland - MD,,2021-05-25,,Brazil,,2021-05-25
1728,3,Spanish,Florida - FL,Air,2021-05-25,Southwest,Cuba,,2021-05-25
1728,3,Spanish,Florida - FL,Air,2021-05-25,Southwest,Cuba,,2021-05-25
1728,3,Spanish,Florida - FL,Air,2021-05-25,Southwest,Cuba,,2021-05-25
1729,2,Portuguese,Massachusetts - MA,Air,2021-05-25,Delta,Brazil,,2021-05-25
1729,2,Portuguese,Massachusetts - MA,Air,2021-05-25,Delta,Brazil,,2021-05-25
1730,2,Spanish,Texas - TX,Air,2021-05-25,American,Nicaragua,,2021-05-25
1730,2,Spanish,Texas - TX,Air,2021-05-25,American,Nicaragua,,2021-05-25
1731,2,Spanish,New York - NY,Air,2021-05-26,United,Ecuador,,2021-05-26
1731,2,Spanish,New York - NY,Air,2021-05-26,United,Ecuador,,2021-05-26
1732,2,Spanish,New Jersey - NJ,Air,2021-05-26,Delta,Ecuador,,2021-05-26
1732,2,Spanish,New Jersey - NJ,Air,2021-05-26,Delta,Ecuador,,2021-05-26
1733,3,Spanish,New York - NY,Air,2021-05-26,United,Ecuador,,2021-05-26
1733,3,Spanish,New York - NY,Air,2021-05-26,United,Ecuador,,2021-05-26
1733,3,Spanish,New York - NY,Air,2021-05-26,United,Ecuador,,2021-05-26
1734,2,Spanish,New York - NY,Air,2021-05-26,Delta,Ecuador,,2021-05-26
1734,2,Spanish,New York - NY,Air,2021-05-26,Delta,Ecuador,,2021-05-26
1735,3,Spanish,New York - NY,Air,2021-05-26,United,Ecuador,,2021-05-26
1735,3,Spanish,New York - NY,Air,2021-05-26,United,Ecuador,,2021-05-26
1735,3,Spanish,New York - NY,Air,2021-05-26,United,Ecuador,,2021-05-26
1736,4,Spanish,Illinois - IL,Air,2021-05-26,United,Ecuador,,2021-05-26
1736,4,Spanish,Illinois - IL,Air,2021-05-26,United,Ecuador,,2021-05-26
1736,4,Spanish,Illinois - IL,Air,2021-05-26,United,Ecuador,,2021-05-26
1736,4,Spanish,Illinois - IL,Air,2021-05-26,United,Ecuador,,2021-05-26
1737,4,Spanish,New York - NY,Air,2021-05-26,Delta,Ecuador,,2021-05-26
1737,4,Spanish,New York - NY,Air,2021-05-26,Delta,Ecuador,,2021-05-26
1737,4,Spanish,New York - NY,Air,2021-05-26,Delta,Ecuador,,2021-05-26
1737,4,Spanish,New York - NY,Air,2021-05-26,Delta,Ecuador,,2021-05-26
1738,2,Spanish,Illinois - IL,Air,2021-05-26,Delta,Guatemala,,2021-05-26
1738,2,Spanish,Illinois - IL,Air,2021-05-26,Delta,Guatemala,,2021-05-26
1739,5,Spanish,California - CA,Bus,2021-05-26,Tufesa,Guatemala,,2021-05-26
1739,5,Spanish,California - CA,Bus,2021-05-26,Tufesa,Guatemala,,2021-05-26
1739,5,Spanish,California - CA,Bus,2021-05-26,Tufesa,Guatemala,,2021-05-26
1739,5,Spanish,California - CA,Bus,2021-05-26,Tufesa,Guatemala,,2021-05-26
1739,5,Spanish,California - CA,Bus,2021-05-26,Tufesa,Guatemala,,2021-05-26
1740,6,Spanish,California - CA,,2021-05-26,,Mexico,,2021-05-26
1740,6,Spanish,California - CA,,2021-05-26,,Mexico,,2021-05-26
1740,6,Spanish,California - CA,,2021-05-26,,Mexico,,2021-05-26
1740,6,Spanish,California - CA,,2021-05-26,,Mexico,,2021-05-26
1740,6,Spanish,California - CA,,2021-05-26,,Mexico,,2021-05-26
1740,6,Spanish,California - CA,,2021-05-26,,Mexico,,2021-05-26
1741,1,Spanish,California - CA,,2021-05-26,,Mexico,,2021-05-26
1742,2,Mam,Arizona - AZ,,2021-05-26,,Guatemala,,2021-05-26
1742,2,Mam,Arizona - AZ,,2021-05-26,,Guatemala,,2021-05-26
1743,2,Spanish,New York - NY,Air,2021-05-27,Delta,Ecuador,,2021-05-27
1743,2,Spanish,New York - NY,Air,2021-05-27,Delta,Ecuador,,2021-05-27
1744,3,Spanish,Massachusetts - MA,Air,2021-05-27,Delta,Ecuador,,2021-05-27
1744,3,Spanish,Massachusetts - MA,Air,2021-05-27,Delta,Ecuador,,2021-05-27
1744,3,Spanish,Massachusetts - MA,Air,2021-05-27,Delta,Ecuador,,2021-05-27
1745,3,Spanish,New York - NY,Bus,2021-05-27,Greyhound,Ecuador,,2021-05-27
1745,3,Spanish,New York - NY,Bus,2021-05-27,Greyhound,Ecuador,,2021-05-27
1745,3,Spanish,New York - NY,Bus,2021-05-27,Greyhound,Ecuador,,2021-05-27
1746,3,Spanish,New York - NY,Air,2021-05-27,Delta,Ecuador,,2021-05-27
1746,3,Spanish,New York - NY,Air,2021-05-27,Delta,Ecuador,,2021-05-27
1746,3,Spanish,New York - NY,Air,2021-05-27,Delta,Ecuador,,2021-05-27
1747,4,Spanish,Illinois - IL,Air,2021-05-27,Southwest,Ecuador,,2021-05-27
1747,4,Spanish,Illinois - IL,Air,2021-05-27,Southwest,Ecuador,,2021-05-27
1747,4,Spanish,Illinois - IL,Air,2021-05-27,Southwest,Ecuador,,2021-05-27
1747,4,Spanish,Illinois - IL,Air,2021-05-27,Southwest,Ecuador,,2021-05-27
1748,4,Kichwa,Illinois - IL,Air,2021-05-27,Southwest,Ecuador,,2021-05-27
1748,4,Kichwa,Illinois - IL,Air,2021-05-27,Southwest,Ecuador,,2021-05-27
1748,4,Kichwa,Illinois - IL,Air,2021-05-27,Southwest,Ecuador,,2021-05-27
1748,4,Kichwa,Illinois - IL,Air,2021-05-27,Southwest,Ecuador,,2021-05-27
1749,2,Portuguese,Massachusetts - MA,Air,2021-05-27,Delta,Brazil,,2021-05-27
1749,2,Portuguese,Massachusetts - MA,Air,2021-05-27,Delta,Brazil,,2021-05-27
1750,3,Spanish,Texas - TX,Air,2021-05-27,Southwest,Mexico,,2021-05-27
1750,3,Spanish,Texas - TX,Air,2021-05-27,Southwest,Mexico,,2021-05-27
1750,3,Spanish,Texas - TX,Air,2021-05-27,Southwest,Mexico,,2021-05-27
1751,3,Spanish,Massachusetts - MA,Air,2021-05-27,Delta,Ecuador,,2021-05-27
1751,3,Spanish,Massachusetts - MA,Air,2021-05-27,Delta,Ecuador,,2021-05-27
1751,3,Spanish,Massachusetts - MA,Air,2021-05-27,Delta,Ecuador,,2021-05-27
1752,3,Spanish,Kentucky - KY,Air,2021-05-27,United,Guatemala,,2021-05-27
1752,3,Spanish,Kentucky - KY,Air,2021-05-27,United,Guatemala,,2021-05-27
1752,3,Spanish,Kentucky - KY,Air,2021-05-27,United,Guatemala,,2021-05-27
1753,2,Spanish,New Jersey - NJ,Air,2021-05-27,Delta,Guatemala,,2021-05-27
1753,2,Spanish,New Jersey - NJ,Air,2021-05-27,Delta,Guatemala,,2021-05-27
1754,3,Mixteco,California - CA,Bus,2021-05-27,Flixbus (6th St),Mexico,,2021-05-27
1754,3,Mixteco,California - CA,Bus,2021-05-27,Flixbus (6th St),Mexico,,2021-05-27
1754,3,Mixteco,California - CA,Bus,2021-05-27,Flixbus (6th St),Mexico,,2021-05-27
1755,3,Portuguese,Virginia - VA,,2021-05-28,,Brazil,,2021-05-28
1755,3,Portuguese,Virginia - VA,,2021-05-28,,Brazil,,2021-05-28
1755,3,Portuguese,Virginia - VA,,2021-05-28,,Brazil,,2021-05-28
1756,2,Spanish,Michigan - MI,,2021-05-28,,Guatemala,,2021-05-28
1756,2,Spanish,Michigan - MI,,2021-05-28,,Guatemala,,2021-05-28
1757,3,Spanish,Massachusetts - MA,,2021-05-28,,Brazil,,2021-05-28
1757,3,Spanish,Massachusetts - MA,,2021-05-28,,Brazil,,2021-05-28
1757,3,Spanish,Massachusetts - MA,,2021-05-28,,Brazil,,2021-05-28
1758,4,Spanish,New York - NY,Air,2021-05-28,Delta,Ecuador,,2021-05-28
1758,4,Spanish,New York - NY,Air,2021-05-28,Delta,Ecuador,,2021-05-28
1758,4,Spanish,New York - NY,Air,2021-05-28,Delta,Ecuador,,2021-05-28
1758,4,Spanish,New York - NY,Air,2021-05-28,Delta,Ecuador,,2021-05-28
1759,3,Spanish,Massachusetts - MA,Air,2021-05-28,Delta,Ecuador,,2021-05-28
1759,3,Spanish,Massachusetts - MA,Air,2021-05-28,Delta,Ecuador,,2021-05-28
1759,3,Spanish,Massachusetts - MA,Air,2021-05-28,Delta,Ecuador,,2021-05-28
1760,3,Spanish,Massachusetts - MA,Air,2021-05-28,Delta,Ecuador,,2021-05-28
1760,3,Spanish,Massachusetts - MA,Air,2021-05-28,Delta,Ecuador,,2021-05-28
1760,3,Spanish,Massachusetts - MA,Air,2021-05-28,Delta,Ecuador,,2021-05-28
1761,3,Spanish,New York - NY,Air,2021-05-28,Delta,Ecuador,,2021-05-28
1761,3,Spanish,New York - NY,Air,2021-05-28,Delta,Ecuador,,2021-05-28
1761,3,Spanish,New York - NY,Air,2021-05-28,Delta,Ecuador,,2021-05-28
1762,5,Spanish,New Mexico - NM,,2021-05-28,,Ecuador,,2021-05-28
1762,5,Spanish,New Mexico - NM,,2021-05-28,,Ecuador,,2021-05-28
1762,5,Spanish,New Mexico - NM,,2021-05-28,,Ecuador,,2021-05-28
1762,5,Spanish,New Mexico - NM,,2021-05-28,,Ecuador,,2021-05-28
1762,5,Spanish,New Mexico - NM,,2021-05-28,,Ecuador,,2021-05-28
1763,3,Spanish,New York - NY,,2021-05-28,,Ecuador,,2021-05-28
1763,3,Spanish,New York - NY,,2021-05-28,,Ecuador,,2021-05-28
1763,3,Spanish,New York - NY,,2021-05-28,,Ecuador,,2021-05-28
1764,3,Spanish,New York - NY,,2021-05-28,,Ecuador,,2021-05-28
1764,3,Spanish,New York - NY,,2021-05-28,,Ecuador,,2021-05-28
1764,3,Spanish,New York - NY,,2021-05-28,,Ecuador,,2021-05-28
1765,3,Spanish,New York - NY,,2021-05-28,,Ecuador,,2021-05-28
1765,3,Spanish,New York - NY,,2021-05-28,,Ecuador,,2021-05-28
1765,3,Spanish,New York - NY,,2021-05-28,,Ecuador,,2021-05-28
1766,2,Spanish,Connecticut - CT,,2021-05-28,,Ecuador,,2021-05-28
1766,2,Spanish,Connecticut - CT,,2021-05-28,,Ecuador,,2021-05-28
1767,2,Spanish,Connecticut - CT,,2021-05-28,,Ecuador,,2021-05-28
1767,2,Spanish,Connecticut - CT,,2021-05-28,,Ecuador,,2021-05-28
1768,2,Spanish,Connecticut - CT,Air,2021-05-28,Delta,Ecuador,,2021-05-28
1768,2,Spanish,Connecticut - CT,Air,2021-05-28,Delta,Ecuador,,2021-05-28
1769,4,Spanish,Arizona - AZ,,2021-05-28,,Mexico,,2021-05-28
1769,4,Spanish,Arizona - AZ,,2021-05-28,,Mexico,,2021-05-28
1769,4,Spanish,Arizona - AZ,,2021-05-28,,Mexico,,2021-05-28
1769,4,Spanish,Arizona - AZ,,2021-05-28,,Mexico,,2021-05-28
1770,2,Spanish,Florida - FL,Air,2021-05-28,American,Honduras,,2021-05-28
1770,2,Spanish,Florida - FL,Air,2021-05-28,American,Honduras,,2021-05-28
1771,3,Spanish,Texas - TX,Air,2021-05-28,Delta,El Salvador,,2021-05-28
1771,3,Spanish,Texas - TX,Air,2021-05-28,Delta,El Salvador,,2021-05-28
1771,3,Spanish,Texas - TX,Air,2021-05-28,Delta,El Salvador,,2021-05-28
1772,3,Spanish,New York - NY,Air,2021-05-28,American,Ecuador,,2021-05-28
1772,3,Spanish,New York - NY,Air,2021-05-28,American,Ecuador,,2021-05-28
1772,3,Spanish,New York - NY,Air,2021-05-28,American,Ecuador,,2021-05-28
1773,2,Spanish,Pennsylvania - PA,Air,2021-05-29,American,Ecuador,,2021-05-29
1773,2,Spanish,Pennsylvania - PA,Air,2021-05-29,American,Ecuador,,2021-05-29
1774,3,Spanish,Illinois - IL,Air,2021-05-29,American,Ecuador,,2021-05-29
1774,3,Spanish,Illinois - IL,Air,2021-05-29,American,Ecuador,,2021-05-29
1774,3,Spanish,Illinois - IL,Air,2021-05-29,American,Ecuador,,2021-05-29
1775,2,Spanish,New York - NY,Air,2021-05-29,Delta,Ecuador,,2021-05-29
1775,2,Spanish,New York - NY,Air,2021-05-29,Delta,Ecuador,,2021-05-29
1776,2,Spanish,Massachusetts - MA,Air,2021-05-29,Delta,Ecuador,,2021-05-29
1776,2,Spanish,Massachusetts - MA,Air,2021-05-29,Delta,Ecuador,,2021-05-29
1777,4,Spanish,New York - NY,Air,2021-05-29,Delta,Ecuador,,2021-05-29
1777,4,Spanish,New York - NY,Air,2021-05-29,Delta,Ecuador,,2021-05-29
1777,4,Spanish,New York - NY,Air,2021-05-29,Delta,Ecuador,,2021-05-29
1777,4,Spanish,New York - NY,Air,2021-05-29,Delta,Ecuador,,2021-05-29
1778,2,Spanish,,Air,2021-05-29,United,Ecuador,,2021-05-29
1778,2,Spanish,,Air,2021-05-29,United,Ecuador,,2021-05-29
1779,1,Spanish,New Jersey - NJ,Air,2021-05-29,American,Guatemala,,2021-05-29
1780,5,Spanish,Arizona - AZ,Private Vehicle,2021-05-29,,El Salvador,,2021-05-29
1780,5,Spanish,Arizona - AZ,Private Vehicle,2021-05-29,,El Salvador,,2021-05-29
1780,5,Spanish,Arizona - AZ,Private Vehicle,2021-05-29,,El Salvador,,2021-05-29
1780,5,Spanish,Arizona - AZ,Private Vehicle,2021-05-29,,El Salvador,,2021-05-29
1780,5,Spanish,Arizona - AZ,Private Vehicle,2021-05-29,,El Salvador,,2021-05-29
1781,1,Spanish,New York - NY,Air,2021-05-30,Delta,Ecuador,,2021-05-30
1782,2,Spanish,Massachusetts - MA,Air,2021-05-30,American,Ecuador,,2021-05-30
1782,2,Spanish,Massachusetts - MA,Air,2021-05-30,American,Ecuador,,2021-05-30
1783,4,Spanish,New Jersey - NJ,,2021-05-30,,Ecuador,,2021-05-30
1783,4,Spanish,New Jersey - NJ,,2021-05-30,,Ecuador,,2021-05-30
1783,4,Spanish,New Jersey - NJ,,2021-05-30,,Ecuador,,2021-05-30
1783,4,Spanish,New Jersey - NJ,,2021-05-30,,Ecuador,,2021-05-30
1784,3,Spanish,New York - NY,,2021-05-30,,Ecuador,,2021-05-30
1784,3,Spanish,New York - NY,,2021-05-30,,Ecuador,,2021-05-30
1784,3,Spanish,New York - NY,,2021-05-30,,Ecuador,,2021-05-30
1785,2,Kichwa,Massachusetts - MA,Air,2021-05-30,Delta,Ecuador,,2021-05-30
1785,2,Kichwa,Massachusetts - MA,Air,2021-05-30,Delta,Ecuador,,2021-05-30
1786,3,Portuguese,Florida - FL,,2021-05-30,,Brazil,,2021-05-30
1786,3,Portuguese,Florida - FL,,2021-05-30,,Brazil,,2021-05-30
1786,3,Portuguese,Florida - FL,,2021-05-30,,Brazil,,2021-05-30
1787,2,Kichwa,New Jersey - NJ,Air,2021-05-30,Delta,Ecuador,,2021-05-30
1787,2,Kichwa,New Jersey - NJ,Air,2021-05-30,Delta,Ecuador,,2021-05-30
1788,2,Spanish,Florida - FL,Air,2021-05-30,Delta,Cuba,,2021-05-30
1788,2,Spanish,Florida - FL,Air,2021-05-30,Delta,Cuba,,2021-05-30
1789,3,Spanish,New York - NY,Air,2021-05-30,American,Ecuador,,2021-05-30
1789,3,Spanish,New York - NY,Air,2021-05-30,American,Ecuador,,2021-05-30
1789,3,Spanish,New York - NY,Air,2021-05-30,American,Ecuador,,2021-05-30
1790,3,Spanish,New York - NY,,2021-05-30,,Ecuador,,2021-05-30
1790,3,Spanish,New York - NY,,2021-05-30,,Ecuador,,2021-05-30
1790,3,Spanish,New York - NY,,2021-05-30,,Ecuador,,2021-05-30
1791,2,Kichwa,New York - NY,Air,2021-05-30,Delta,Ecuador,,2021-05-30
1791,2,Kichwa,New York - NY,Air,2021-05-30,Delta,Ecuador,,2021-05-30
1792,4,Spanish,New York - NY,Air,2021-05-30,Delta,Ecuador,,2021-05-30
1792,4,Spanish,New York - NY,Air,2021-05-30,Delta,Ecuador,,2021-05-30
1792,4,Spanish,New York - NY,Air,2021-05-30,Delta,Ecuador,,2021-05-30
1792,4,Spanish,New York - NY,Air,2021-05-30,Delta,Ecuador,,2021-05-30
1793,3,Spanish,Pennsylvania - PA,,2021-05-30,,Ecuador,,2021-05-30
1793,3,Spanish,Pennsylvania - PA,,2021-05-30,,Ecuador,,2021-05-30
1793,3,Spanish,Pennsylvania - PA,,2021-05-30,,Ecuador,,2021-05-30
1794,4,Spanish,Pennsylvania - PA,Air,2021-05-30,Delta,Ecuador,,2021-05-30
1794,4,Spanish,Pennsylvania - PA,Air,2021-05-30,Delta,Ecuador,,2021-05-30
1794,4,Spanish,Pennsylvania - PA,Air,2021-05-30,Delta,Ecuador,,2021-05-30
1794,4,Spanish,Pennsylvania - PA,Air,2021-05-30,Delta,Ecuador,,2021-05-30
1795,4,Spanish,New York - NY,Air,2021-05-30,American,Ecuador,,2021-05-30
1795,4,Spanish,New York - NY,Air,2021-05-30,American,Ecuador,,2021-05-30
1795,4,Spanish,New York - NY,Air,2021-05-30,American,Ecuador,,2021-05-30
1795,4,Spanish,New York - NY,Air,2021-05-30,American,Ecuador,,2021-05-30
1796,4,Portuguese,Massachusetts - MA,Air,2021-05-31,Delta,Brazil,,2021-05-31
1796,4,Portuguese,Massachusetts - MA,Air,2021-05-31,Delta,Brazil,,2021-05-31
1796,4,Portuguese,Massachusetts - MA,Air,2021-05-31,Delta,Brazil,,2021-05-31
1796,4,Portuguese,Massachusetts - MA,Air,2021-05-31,Delta,Brazil,,2021-05-31
1797,2,Portuguese,Massachusetts - MA,Air,2021-05-31,American,Brazil,,2021-05-31
1797,2,Portuguese,Massachusetts - MA,Air,2021-05-31,American,Brazil,,2021-05-31
1798,3,Portuguese,Pennsylvania - PA,Air,2021-05-31,American,Brazil,,2021-05-31
1798,3,Portuguese,Pennsylvania - PA,Air,2021-05-31,American,Brazil,,2021-05-31
1798,3,Portuguese,Pennsylvania - PA,Air,2021-05-31,American,Brazil,,2021-05-31
1799,4,Spanish,California - CA,,2021-05-31,,Mexico,,2021-05-31
1799,4,Spanish,California - CA,,2021-05-31,,Mexico,,2021-05-31
1799,4,Spanish,California - CA,,2021-05-31,,Mexico,,2021-05-31
1799,4,Spanish,California - CA,,2021-05-31,,Mexico,,2021-05-31
1800,5,Spanish,Nevada - NV,,2021-05-31,,Mexico,,2021-05-31
1800,5,Spanish,Nevada - NV,,2021-05-31,,Mexico,,2021-05-31
1800,5,Spanish,Nevada - NV,,2021-05-31,,Mexico,,2021-05-31
1800,5,Spanish,Nevada - NV,,2021-05-31,,Mexico,,2021-05-31
1800,5,Spanish,Nevada - NV,,2021-05-31,,Mexico,,2021-05-31
1801,2,Kichwa,Massachusetts - MA,Air,2021-05-31,Delta,Ecuador,,2021-05-31
1801,2,Kichwa,Massachusetts - MA,Air,2021-05-31,Delta,Ecuador,,2021-05-31
1802,3,Portuguese,Florida - FL,Air,2021-05-31,Southwest,Brazil,,2021-05-31
1802,3,Portuguese,Florida - FL,Air,2021-05-31,Southwest,Brazil,,2021-05-31
1802,3,Portuguese,Florida - FL,Air,2021-05-31,Southwest,Brazil,,2021-05-31
1803,3,Portuguese,Pennsylvania - PA,Air,2021-05-31,American,Brazil,,2021-05-31
1803,3,Portuguese,Pennsylvania - PA,Air,2021-05-31,American,Brazil,,2021-05-31
1803,3,Portuguese,Pennsylvania - PA,Air,2021-05-31,American,Brazil,,2021-05-31
1804,3,Portuguese,Massachusetts - MA,Air,2021-05-31,American,Brazil,,2021-05-31
1804,3,Portuguese,Massachusetts - MA,Air,2021-05-31,American,Brazil,,2021-05-31
1804,3,Portuguese,Massachusetts - MA,Air,2021-05-31,American,Brazil,,2021-05-31
1805,3,Portuguese,Connecticut - CT,Air,2021-05-31,United,Brazil,,2021-05-31
1805,3,Portuguese,Connecticut - CT,Air,2021-05-31,United,Brazil,,2021-05-31
1805,3,Portuguese,Connecticut - CT,Air,2021-05-31,United,Brazil,,2021-05-31
1806,4,Portuguese,Florida - FL,Air,2021-05-31,American,Brazil,,2021-05-31
1806,4,Portuguese,Florida - FL,Air,2021-05-31,American,Brazil,,2021-05-31
1806,4,Portuguese,Florida - FL,Air,2021-05-31,American,Brazil,,2021-05-31
1806,4,Portuguese,Florida - FL,Air,2021-05-31,American,Brazil,,2021-05-31
1807,3,Spanish,New York - NY,,2021-05-31,,Ecuador,,2021-05-31
1807,3,Spanish,New York - NY,,2021-05-31,,Ecuador,,2021-05-31
1807,3,Spanish,New York - NY,,2021-05-31,,Ecuador,,2021-05-31
1808,3,Spanish,Pennsylvania - PA,,2021-05-31,,Ecuador,,2021-05-31
1808,3,Spanish,Pennsylvania - PA,,2021-05-31,,Ecuador,,2021-05-31
1808,3,Spanish,Pennsylvania - PA,,2021-05-31,,Ecuador,,2021-05-31
1809,3,Spanish,Florida - FL,Air,2021-06-01,Southwest,Cuba,,2021-06-01
